kind,file,owner,member,signature,param_index,old,new,scope,phase,confidence,status,notes
local,*,*,,,,class125,tooltipLayoutVar,*,module,high,approved,
local,*,*,,,,class126,particleSystemKeyVar,*,module,high,approved,
local,*,*,,,,class126_3_,particleSystemKeyVar3,*,module,high,approved,
local,*,*,,,,class129_177_,modelParticleEmitterVar177,*,module,high,approved,
local,*,*,,,,class129_285_,modelParticleEmitterVar285,*,module,high,approved,
local,*,*,,,,class129_384_,modelParticleEmitterVar384,*,module,high,approved,
local,*,*,,,,class12_346_,textureConfigVar346,*,module,high,approved,
local,*,*,,,,class12_707_,textureConfigVar707,*,module,high,approved,
local,*,*,,,,class12_797_,textureConfigVar797,*,module,high,approved,
local,*,*,,,,class130,clientGlobalsVar,*,module,high,approved,
local,*,*,,,,class137,archiveDiskVar,*,module,high,approved,
local,*,*,,,,class137_11_,archiveDiskVar11,*,module,high,approved,
local,*,*,,,,class137_23_,archiveDiskVar23,*,module,high,approved,
local,*,*,,,,class137_3_,archiveDiskVar3,*,module,high,approved,
local,*,*,,,,class138,scriptVarTypeVar,*,module,high,approved,
local,*,*,,,,class138s,scriptVarTypeVars,*,module,high,approved,
local,*,*,,,,class139,npcListVar,*,module,high,approved,
local,*,*,,,,class141,mapSceneTypeListVar,*,module,high,approved,
local,*,*,,,,class143,fontMetricsVar,*,module,high,approved,
local,*,*,,,,class143_389_,gameFontMetricsVar389,*,module,high,approved,
local,*,*,,,,class143_391_,gameFontMetricsVar391,*,module,high,approved,
local,*,*,,,,class143_393_,gameFontMetricsVar393,*,module,high,approved,
local,*,*,,,,class146,varBitTypeVar,*,module,high,approved,
local,*,*,,,,class148,sceneEntityNodeVar,*,module,high,approved,
local,*,*,,,,class148_19_,sceneEntityNodeVar19,*,module,high,approved,
local,*,*,,,,class148_1_,sceneEntityNodeVar1,*,module,high,approved,
local,*,*,,,,class151,minimapSpriteUtilVar,*,module,high,approved,
local,*,*,,,,class152,gzipDecompressorVar,*,module,high,approved,
local,*,*,,,,class153,mapElementTypeListVar,*,module,high,approved,
local,*,*,,,,class156,secondaryLinkedListIteratorVar,*,module,high,approved,
local,*,*,,,,class158,loadingScreenTextLayoutVar,*,module,high,approved,
local,*,*,,,,class159,varPlayerTypeVar,*,module,high,approved,
local,*,*,,,,class160,varcTypeVar,*,module,high,approved,
local,*,*,,,,class161_2_,serverEndpointVar2,*,module,high,approved,
local,*,*,,,,class162,modelBillboardAttachmentVar,*,module,high,approved,
local,*,*,,,,class163,audioResamplerVar,*,module,high,approved,
local,*,*,,,,class173,byteArrayUtilVar,*,module,high,approved,
local,*,*,,,,class179,stringArrayBuilderVar,*,module,high,approved,
local,*,*,,,,class17_0_,seqTypeVar0,*,module,high,approved,
local,*,*,,,,class17_18_,seqTypeVar18,*,module,high,approved,
local,*,*,,,,class17_22_,seqTypeVar22,*,module,high,approved,
local,*,*,,,,class17_36_,seqTypeVar36,*,module,high,approved,
local,*,*,,,,class17_49_,seqTypeVar49,*,module,high,approved,
local,*,*,,,,class17_51_,seqTypeVar51,*,module,high,approved,
local,*,*,,,,class17_55_,seqTypeVar55,*,module,high,approved,
local,*,*,,,,class17_56_,seqTypeVar56,*,module,high,approved,
local,*,*,,,,class17_71_,seqTypeVar71,*,module,high,approved,
local,*,*,,,,class17_94_,seqTypeVar94,*,module,high,approved,
local,*,*,,,,class181_26_,particleEmitterTypeVar26,*,module,high,approved,
local,*,*,,,,class181_27_,particleEmitterTypeVar27,*,module,high,approved,
local,*,*,,,,class181_28_,particleEmitterTypeVar28,*,module,high,approved,
local,*,*,,,,class181_29_,particleEmitterTypeVar29,*,module,high,approved,
local,*,*,,,,class183,floorUnderlayTypeListVar,*,module,high,approved,
local,*,*,,,,class184,worldListDecoderVar,*,module,high,approved,
local,*,*,,,,class186,overheadTextTimeoutUtilVar,*,module,high,approved,
local,*,*,,,,class188,openGLNormalMapGeneratorVar,*,module,high,approved,
local,*,*,,,,class189,billboardTypeVar,*,module,high,approved,
local,*,*,,,,class19,overheadTextRendererVar,*,module,high,approved,
local,*,*,,,,class190_4_,sceneEnvironmentSettingsVar4,*,module,high,approved,
local,*,*,,,,class196,toolkitStateVar,*,module,high,approved,
local,*,*,,,,class197,audioEnvelopeVar,*,module,high,approved,
local,*,*,,,,class19s,overheadTextRendererVars,*,module,high,approved,
local,*,*,,,,class2,modelWithShadowVar,*,module,high,approved,
local,*,*,,,,class202,bufferedSocketVar,*,module,high,approved,
local,*,*,,,,class206,openGLFramebufferVar,*,module,high,approved,
local,*,*,,,,class207_29_,indexedSpriteVar29,*,module,high,approved,
local,*,*,,,,class207s,indexedSpriteVars,*,module,high,approved,
local,*,*,,,,class209,musicStreamGlobalsVar,*,module,high,approved,
local,*,*,,,,class21,spriteResourcesVar,*,module,high,approved,
local,*,*,,,,class213_10_,itemTypeVar10,*,module,high,approved,
local,*,*,,,,class213_1_,itemTypeVar1,*,module,high,approved,
local,*,*,,,,class213_2_,itemTypeVar2,*,module,high,approved,
local,*,*,,,,class213_94_,itemTypeVar94,*,module,high,approved,
local,*,*,,,,class213_95_,itemTypeVar95,*,module,high,approved,
local,*,*,,,,class213_9_,itemTypeVar9,*,module,high,approved,
local,*,*,,,,class216,floatGridVar,*,module,high,approved,
local,*,*,,,,class218,mapSceneTypeVar,*,module,high,approved,
local,*,*,,,,class221,horizontalAlignmentVar,*,module,high,approved,
local,*,*,,,,class221s,horizontalAlignmentVars,*,module,high,approved,
local,*,*,,,,class222,cursorTypeVar,*,module,high,approved,
local,*,*,,,,class223,ambientSoundManagerVar,*,module,high,approved,
local,*,*,,,,class223s,ambientSoundManagerVars,*,module,high,approved,
local,*,*,,,,class227,windowModeVar,*,module,high,approved,
local,*,*,,,,class227s,windowModeVars,*,module,high,approved,
local,*,*,,,,class229,gameClockFactoryVar,*,module,high,approved,
local,*,*,,,,class229_129_,gameClockFactoryVar129,*,module,high,approved,
local,*,*,,,,class22_133_,floorUnderlayTypeVar133,*,module,high,approved,
local,*,*,,,,class22_134_,floorUnderlayTypeVar134,*,module,high,approved,
local,*,*,,,,class22_135_,floorUnderlayTypeVar135,*,module,high,approved,
local,*,*,,,,class22_136_,floorUnderlayTypeVar136,*,module,high,approved,
local,*,*,,,,class230,modeGameVar,*,module,high,approved,
local,*,*,,,,class231,modeWhatVar,*,module,high,approved,
local,*,*,,,,class231s,modeWhatVars,*,module,high,approved,
local,*,*,,,,class232s,openGLAlphaMaskTileVars,*,module,high,approved,
local,*,*,,,,class234,fileOnDiskVar,*,module,high,approved,
local,*,*,,,,class239,clientPreferenceVar,*,module,high,approved,
local,*,*,,,,class23_47_,musicPatchNode2Var47,*,module,high,approved,
local,*,*,,,,class23_53_,musicPatchNode2Var53,*,module,high,approved,
local,*,*,,,,class23_56_,musicPatchNode2Var56,*,module,high,approved,
local,*,*,,,,class23_85_,musicPatchNode2Var85,*,module,high,approved,
local,*,*,,,,class23_88_,musicPatchNode2Var88,*,module,high,approved,
local,*,*,,,,class23_90_,musicPatchNode2Var90,*,module,high,approved,
local,*,*,,,,class242,openGLShaderVar,*,module,high,approved,
local,*,*,,,,class242_4_,openGLShaderVar4,*,module,high,approved,
local,*,*,,,,class242_6_,openGLShaderVar6,*,module,high,approved,
local,*,*,,,,class242s,openGLShaderVars,*,module,high,approved,
local,*,*,,,,class248,js5NetQueueVar,*,module,high,approved,
local,*,*,,,,class25,skyBoxSphereTypeListVar,*,module,high,approved,
local,*,*,,,,class251,widgetRedrawVar,*,module,high,approved,
local,*,*,,,,class252,worldMapElementListVar,*,module,high,approved,
local,*,*,,,,class253,lightTypeVar,*,module,high,approved,
local,*,*,,,,class255,itemTypeListVar,*,module,high,approved,
local,*,*,,,,class258,openGLTextureVar,*,module,high,approved,
local,*,*,,,,class258_156_,openGLTextureVar156,*,module,high,approved,
local,*,*,,,,class26,soundCacheVar,*,module,high,approved,
local,*,*,,,,class261,basTypeListVar,*,module,high,approved,
local,*,*,,,,class262,nodeDequeVar,*,module,high,approved,
local,*,*,,,,class262_0_,nodeDequeVar0,*,module,high,approved,
local,*,*,,,,class262_1_,nodeDequeVar1,*,module,high,approved,
local,*,*,,,,class263,objectTypeListVar,*,module,high,approved,
local,*,*,,,,class267,resourceSlotVar,*,module,high,approved,
local,*,*,,,,class267s,resourceSlotVars,*,module,high,approved,
local,*,*,,,,class268,floorOverlayTypeListVar,*,module,high,approved,
local,*,*,,,,class269,waterNormalMapResourcesVar,*,module,high,approved,
local,*,*,,,,class272,sockFactoryVar,*,module,high,approved,
local,*,*,,,,class273,clientScriptTriggerVar,*,module,high,approved,
local,*,*,,,,class274,localisedTextVar,*,module,high,approved,
local,*,*,,,,class274_1_,localisedTextVar1,*,module,high,approved,
local,*,*,,,,class274_5_,localisedTextVar5,*,module,high,approved,
local,*,*,,,,class276,vorbisMappingVar,*,module,high,approved,
local,*,*,,,,class277_10_,floorOverlayTypeVar10,*,module,high,approved,
local,*,*,,,,class277_15_,floorOverlayTypeVar15,*,module,high,approved,
local,*,*,,,,class277_20_,floorOverlayTypeVar20,*,module,high,approved,
local,*,*,,,,class277_25_,floorOverlayTypeVar25,*,module,high,approved,
local,*,*,,,,class277_30_,floorOverlayTypeVar30,*,module,high,approved,
local,*,*,,,,class277_38_,floorOverlayTypeVar38,*,module,high,approved,
local,*,*,,,,class277_46_,floorOverlayTypeVar46,*,module,high,approved,
local,*,*,,,,class277_54_,floorOverlayTypeVar54,*,module,high,approved,
local,*,*,,,,class277_83_,floorOverlayTypeVar83,*,module,high,approved,
local,*,*,,,,class278,npcTypeListVar,*,module,high,approved,
local,*,*,,,,class279,pcmPlayerVar,*,module,high,approved,
local,*,*,,,,class283,rendererUpdateTrackerVar,*,module,high,approved,
local,*,*,,,,class284,renderBenchmarkVar,*,module,high,approved,
local,*,*,,,,class284_0_,renderBenchmarkVar0,*,module,high,approved,
local,*,*,,,,class287,clientHashAndSoundUtilVar,*,module,high,approved,
local,*,*,,,,class288,loadingScreenSpriteLayoutVar,*,module,high,approved,
local,*,*,,,,class293,toolkitWorkerThreadVar,*,module,high,approved,
local,*,*,,,,class295,tileRotation8x8Var,*,module,high,approved,
local,*,*,,,,class296,huffmanVar,*,module,high,approved,
local,*,*,,,,class297,signLinkVar,*,module,high,approved,
local,*,*,,,,class299,inboundPacketBufferVar,*,module,high,approved,
local,*,*,,,,class299_154_,inboundPacketBufferVar154,*,module,high,approved,
local,*,*,,,,class299_155_,inboundPacketBufferVar155,*,module,high,approved,
local,*,*,,,,class299_203_,inboundPacketBufferVar203,*,module,high,approved,
local,*,*,,,,class299_204_,inboundPacketBufferVar204,*,module,high,approved,
local,*,*,,,,class299_24_,inboundPacketBufferVar24,*,module,high,approved,
local,*,*,,,,class299_25_,inboundPacketBufferVar25,*,module,high,approved,
local,*,*,,,,class299_305_,inboundPacketBufferVar305,*,module,high,approved,
local,*,*,,,,class299_306_,inboundPacketBufferVar306,*,module,high,approved,
local,*,*,,,,class299_32_,inboundPacketBufferVar32,*,module,high,approved,
local,*,*,,,,class299_33_,inboundPacketBufferVar33,*,module,high,approved,
local,*,*,,,,class299_524_,inboundPacketBufferVar524,*,module,high,approved,
local,*,*,,,,class299_525_,inboundPacketBufferVar525,*,module,high,approved,
local,*,*,,,,class29s,intKeyVars,*,module,high,approved,
local,*,*,,,,class30,boundingCylinderVar,*,module,high,approved,
local,*,*,,,,class305,skyBoxVar,*,module,high,approved,
local,*,*,,,,class305_5_,skyBoxVar5,*,module,high,approved,
local,*,*,,,,class312,dequeIteratorVar,*,module,high,approved,
local,*,*,,,,class314,js5ArchiveProviderVar,*,module,high,approved,
local,*,*,,,,class315,toolkitWorkQueueVar,*,module,high,approved,
local,*,*,,,,class317,soundEffectVar,*,module,high,approved,
local,*,*,,,,class318_0_,doublyLinkedNodeVar0,*,module,high,approved,
local,*,*,,,,class31_349_,hitmarkTypeVar349,*,module,high,approved,
local,*,*,,,,class321,questTypeVar,*,module,high,approved,
local,*,*,,,,class323,worldMapFontVar,*,module,high,approved,
local,*,*,,,,class324,fontRendererVar,*,module,high,approved,
local,*,*,,,,class324_387_,fontRendererVar387,*,module,high,approved,
local,*,*,,,,class324_390_,fontRendererVar390,*,module,high,approved,
local,*,*,,,,class324_392_,fontRendererVar392,*,module,high,approved,
local,*,*,,,,class325,vertexElementTypeVar,*,module,high,approved,
local,*,*,,,,class325s,vertexElementTypeVars,*,module,high,approved,
local,*,*,,,,class326,paramTypeListVar,*,module,high,approved,
local,*,*,,,,class330,nativeToolkitAlphaMaskManagerVar,*,module,high,approved,
local,*,*,,,,class333,hashTableIteratorVar,*,module,high,approved,
local,*,*,,,,class334_0_,platformUtilVar0,*,module,high,approved,
local,*,*,,,,class339,newsFetcherVar,*,module,high,approved,
local,*,*,,,,class34,idkTypeVar,*,module,high,approved,
local,*,*,,,,class341,verticalAlignmentVar,*,module,high,approved,
local,*,*,,,,class341s,verticalAlignmentVars,*,module,high,approved,
local,*,*,,,,class342,particleEffectorConfigVar,*,module,high,approved,
local,*,*,,,,class342_178_,particleEffectorConfigVar178,*,module,high,approved,
local,*,*,,,,class342_286_,particleEffectorConfigVar286,*,module,high,approved,
local,*,*,,,,class342_385_,particleEffectorConfigVar385,*,module,high,approved,
local,*,*,,,,class342_76_,particleEffectorConfigVar76,*,module,high,approved,
local,*,*,,,,class342s,particleEffectorConfigVars,*,module,high,approved,
local,*,*,,,,class343,vorbisResidueVar,*,module,high,approved,
local,*,*,,,,class344,byteArrayCopierVar,*,module,high,approved,
local,*,*,,,,class348_0_,nodeVar0,*,module,high,approved,
local,*,*,,,,class348_10_,nodeVar10,*,module,high,approved,
local,*,*,,,,class348_2_,nodeVar2,*,module,high,approved,
local,*,*,,,,class348_39_,nodeVar39,*,module,high,approved,
local,*,*,,,,class348_3_,nodeVar3,*,module,high,approved,
local,*,*,,,,class348_6_,nodeVar6,*,module,high,approved,
local,*,*,,,,class348_7_,nodeVar7,*,module,high,approved,
local,*,*,,,,class348_9_,nodeVar9,*,module,high,approved,
local,*,*,,,,class348s,nodeVars,*,module,high,approved,
local,*,*,,,,class350_3_,modelBillboardTransformVar3,*,module,high,approved,
local,*,*,,,,class351,clientPacketVar,*,module,high,approved,
local,*,*,,,,class351,clientPacketVar,*,module,high,approved,
local,*,*,,,,class352,groundItemPileCacheVar,*,module,high,approved,
local,*,*,,,,class356,hashTableVar,*,module,high,approved,
local,*,*,,,,class357_29_,sceneTileVar29,*,module,high,approved,
local,*,*,,,,class357_2_,sceneTileVar2,*,module,high,approved,
local,*,*,,,,class357_45_,sceneTileVar45,*,module,high,approved,
local,*,*,,,,class358,modelTextureProjectionDataVar,*,module,high,approved,
local,*,*,,,,class359,loginScreenResourcesVar,*,module,high,approved,
local,*,*,,,,class360_0_,softwareVertexNormalAccumulatorVar0,*,module,high,approved,
local,*,*,,,,class360_594_,softwareVertexNormalAccumulatorVar594,*,module,high,approved,
local,*,*,,,,class360_595_,softwareVertexNormalAccumulatorVar595,*,module,high,approved,
local,*,*,,,,class360_596_,softwareVertexNormalAccumulatorVar596,*,module,high,approved,
local,*,*,,,,class364,gameBuildVar,*,module,high,approved,
local,*,*,,,,class364s,gameBuildVars,*,module,high,approved,
local,*,*,,,,class365,rendererInfoVar,*,module,high,approved,
local,*,*,,,,class366,directXVertexBufferVar,*,module,high,approved,
local,*,*,,,,class368_48_,gfxTypeVar48,*,module,high,approved,
local,*,*,,,,class368_55_,gfxTypeVar55,*,module,high,approved,
local,*,*,,,,class368_93_,gfxTypeVar93,*,module,high,approved,
local,*,*,,,,class369,uiLayoutVar,*,module,high,approved,
local,*,*,,,,class370,vorbisCodebookVar,*,module,high,approved,
local,*,*,,,,class377,openGLNativeToolkitVar,*,module,high,approved,
local,*,*,,,,class378,directXNativeToolkitVar,*,module,high,approved,
local,*,*,,,,class378_19_,directXNativeToolkitVar19,*,module,high,approved,
local,*,*,,,,class38,devConsoleVar,*,module,high,approved,
local,*,*,,,,class39,openGLResourceHandleVar,*,module,high,approved,
local,*,*,,,,class39_13_,openGLResourceHandleVar13,*,module,high,approved,
local,*,*,,,,class39s,openGLResourceHandleVars,*,module,high,approved,
local,*,*,,,,class41,faceNormalVar,*,module,high,approved,
local,*,*,,,,class41_0_,faceNormalVar0,*,module,high,approved,
local,*,*,,,,class43,clientCookieUtilVar,*,module,high,approved,
local,*,*,,,,class45_0_,js5ArchiveVar0,*,module,high,approved,
local,*,*,,,,class45_10_,js5ArchiveVar10,*,module,high,approved,
local,*,*,,,,class45_12_,js5ArchiveVar12,*,module,high,approved,
local,*,*,,,,class45_13_,js5ArchiveVar13,*,module,high,approved,
local,*,*,,,,class45_15_,js5ArchiveVar15,*,module,high,approved,
local,*,*,,,,class45_17_,js5ArchiveVar17,*,module,high,approved,
local,*,*,,,,class45_1_,js5ArchiveVar1,*,module,high,approved,
local,*,*,,,,class45_22_,js5ArchiveVar22,*,module,high,approved,
local,*,*,,,,class45_29_,js5ArchiveVar29,*,module,high,approved,
local,*,*,,,,class45_3_,js5ArchiveVar3,*,module,high,approved,
local,*,*,,,,class45_4_,js5ArchiveVar4,*,module,high,approved,
local,*,*,,,,class45_5_,js5ArchiveVar5,*,module,high,approved,
local,*,*,,,,class45_6_,js5ArchiveVar6,*,module,high,approved,
local,*,*,,,,class45_7_,js5ArchiveVar7,*,module,high,approved,
local,*,*,,,,class45_9_,js5ArchiveVar9,*,module,high,approved,
local,*,*,,,,class46_0_,widgetVar0,*,module,high,approved,
local,*,*,,,,class46_106_,widgetVar106,*,module,high,approved,
local,*,*,,,,class46_107_,widgetVar107,*,module,high,approved,
local,*,*,,,,class46_108_,widgetVar108,*,module,high,approved,
local,*,*,,,,class46_14_,widgetVar14,*,module,high,approved,
local,*,*,,,,class46_1_,widgetVar1,*,module,high,approved,
local,*,*,,,,class46_251_,widgetVar251,*,module,high,approved,
local,*,*,,,,class46_252_,widgetVar252,*,module,high,approved,
local,*,*,,,,class46_27_,widgetVar27,*,module,high,approved,
local,*,*,,,,class46_28_,widgetVar28,*,module,high,approved,
local,*,*,,,,class46_294_,widgetVar294,*,module,high,approved,
local,*,*,,,,class46_297_,widgetVar297,*,module,high,approved,
local,*,*,,,,class46_29_,widgetVar29,*,module,high,approved,
local,*,*,,,,class46_2_,widgetVar2,*,module,high,approved,
local,*,*,,,,class46_69_,widgetVar69,*,module,high,approved,
local,*,*,,,,class46_9_,widgetVar9,*,module,high,approved,
local,*,*,,,,class48_7_,loginRequestSenderVar7,*,module,high,approved,
local,*,*,,,,class49,softwareOffscreenSurfaceVar,*,module,high,approved,
local,*,*,,,,class4_112_,animFrameVar112,*,module,high,approved,
local,*,*,,,,class4_113_,animFrameVar113,*,module,high,approved,
local,*,*,,,,class4_114_,animFrameVar114,*,module,high,approved,
local,*,*,,,,class4_47_,animFrameVar47,*,module,high,approved,
local,*,*,,,,class4_89_,animFrameVar89,*,module,high,approved,
local,*,*,,,,class4_8_,animFrameVar8,*,module,high,approved,
local,*,*,,,,class50,rasterizerCommandVar,*,module,high,approved,
local,*,*,,,,class51_1_,objectTypeVar1,*,module,high,approved,
local,*,*,,,,class51_2_,objectTypeVar2,*,module,high,approved,
local,*,*,,,,class51_42_,objectTypeVar42,*,module,high,approved,
local,*,*,,,,class52,loadingScreenSolidFillLayoutVar,*,module,high,approved,
local,*,*,,,,class53,directXSwapChainVar,*,module,high,approved,
local,*,*,,,,class56,loadingStageVar,*,module,high,approved,
local,*,*,,,,class57_5_,clientDisplayModeVar5,*,module,high,approved,
local,*,*,,,,class58,vertexLayoutVar,*,module,high,approved,
local,*,*,,,,class58s,vertexLayoutVars,*,module,high,approved,
local,*,*,,,,class64_13_,modelVar13,*,module,high,approved,
local,*,*,,,,class64_27_,modelVar27,*,module,high,approved,
local,*,*,,,,class64_35_,modelVar35,*,module,high,approved,
local,*,*,,,,class64_37_,modelVar37,*,module,high,approved,
local,*,*,,,,class64_38_,modelVar38,*,module,high,approved,
local,*,*,,,,class64_41_,modelVar41,*,module,high,approved,
local,*,*,,,,class64_42_,modelVar42,*,module,high,approved,
local,*,*,,,,class64_46_,modelVar46,*,module,high,approved,
local,*,*,,,,class64_51_,modelVar51,*,module,high,approved,
local,*,*,,,,class64_53_,modelVar53,*,module,high,approved,
local,*,*,,,,class64_61_,modelVar61,*,module,high,approved,
local,*,*,,,,class64_65_,modelVar65,*,module,high,approved,
local,*,*,,,,class64_66_,modelVar66,*,module,high,approved,
local,*,*,,,,class64_6_,modelVar6,*,module,high,approved,
local,*,*,,,,class64_77_,modelVar77,*,module,high,approved,
local,*,*,,,,class64_80_,modelVar80,*,module,high,approved,
local,*,*,,,,class64_82_,modelVar82,*,module,high,approved,
local,*,*,,,,class64_88_,modelVar88,*,module,high,approved,
local,*,*,,,,class64_91_,modelVar91,*,module,high,approved,
local,*,*,,,,class68,indexElementTypeVar,*,module,high,approved,
local,*,*,,,,class69,secondaryLinkedNodeUtilVar,*,module,high,approved,
local,*,*,,,,class70,trigTablesVar,*,module,high,approved,
local,*,*,,,,class72,skyBoxSphereVar,*,module,high,approved,
local,*,*,,,,class72_0_,skyBoxSphereVar0,*,module,high,approved,
local,*,*,,,,class72_19_,skyBoxSphereVar19,*,module,high,approved,
local,*,*,,,,class72_31_,skyBoxSphereVar31,*,module,high,approved,
local,*,*,,,,class72_60_,skyBoxSphereVar60,*,module,high,approved,
local,*,*,,,,class72s,skyBoxSphereVars,*,module,high,approved,
local,*,*,,,,class76,scenePickBufferQueueVar,*,module,high,approved,
local,*,*,,,,class77,isaacCipherVar,*,module,high,approved,
local,*,*,,,,class78,bufferedFileVar,*,module,high,approved,
local,*,*,,,,class78_26_,bufferedFileVar26,*,module,high,approved,
local,*,*,,,,class79_1_,npcTypeVar1,*,module,high,approved,
local,*,*,,,,class79_42_,npcTypeVar42,*,module,high,approved,
local,*,*,,,,class79_98_,npcTypeVar98,*,module,high,approved,
local,*,*,,,,class83,waterNoiseTextureSetVar,*,module,high,approved,
local,*,*,,,,class84,skyBoxTypeListVar,*,module,high,approved,
local,*,*,,,,class85,whirlpoolDigestVar,*,module,high,approved,
local,*,*,,,,class97,nativeAlphaMaskTileVar,*,module,high,approved,
local,*,*,,,,class97s,nativeAlphaMaskTileVars,*,module,high,approved,
local,*,*,,,,class98,base64Var,*,module,high,approved,
local,*,*,,,,interface1,loadingScreenElementVar,*,module,high,approved,
local,*,*,,,,interface10,groundAlphaMaskProjectorVar,*,module,high,approved,
local,*,*,,,,interface10_42_,groundAlphaMaskProjectorVar42,*,module,high,approved,
local,*,*,,,,interface11,framebufferVar,*,module,high,approved,
local,*,*,,,,interface12,loadingScreenLayoutVar,*,module,high,approved,
local,*,*,,,,interface13,depthBufferVar,*,module,high,approved,
local,*,*,,,,interface14,cacheKeyVar,*,module,high,approved,
local,*,*,,,,interface14_0_,cacheKeyVar0,*,module,high,approved,
local,*,*,,,,interface15,scriptVarFormatterVar,*,module,high,approved,
local,*,*,,,,interface16,loadingScreenVar,*,module,high,approved,
local,*,*,,,,interface16s,loadingScreenVars,*,module,high,approved,
local,*,*,,,,interface17,varDomainVar,*,module,high,approved,
local,*,*,,,,interface18,gpuTextureVar,*,module,high,approved,
local,*,*,,,,interface19,disposableResourceVar,*,module,high,approved,
local,*,*,,,,interface1s,loadingScreenElementVars,*,module,high,approved,
local,*,*,,,,interface2,glArrayBufferVar,*,module,high,approved,
local,*,*,,,,interface3,spriteHandleVar,*,module,high,approved,
local,*,*,,,,interface4,offscreenSurfaceVar,*,module,high,approved,
local,*,*,,,,interface6,keyEventRecordVar,*,module,high,approved,
local,*,*,,,,interface7,loadProgressTaskVar,*,module,high,approved,
local,*,*,,,,interface8,glElementArrayBufferVar,*,module,high,approved,
local,*,*,,,,is_0_,array0,*,module,high,approved,
local,*,*,,,,is_1006_,array1006,*,module,high,approved,
local,*,*,,,,is_101_,array101,*,module,high,approved,
local,*,*,,,,is_102_,array102,*,module,high,approved,
