kind,file,owner,member,signature,param_index,old,new,scope,phase,confidence,status,notes
method,GzipDecompressor,GzipDecompressor,,,,method1215,advanceLoginState,GzipDecompressor,module,high,approved,
method,GzipDecompressor,GzipDecompressor,,,,method1216,clearStaticState,GzipDecompressor,module,high,approved,
method,GzipDecompressor,GzipDecompressor,,,,method1217,clearGroundAlphaProjectors,GzipDecompressor,module,high,approved,
method,GzipDecompressor,GzipDecompressor,,,,method1218,decompressInto,GzipDecompressor,module,high,approved,
field,JagBuffer,JagBuffer,,,,aByteArray7154,data,JagBuffer,module,high,approved,JagBuffer backing byte[]
field,JagBuffer,JagBuffer,,,,anInt7197,pos,JagBuffer,module,high,approved,JagBuffer cursor position
method,JagBuffer,JagBuffer,,,,method3331,powInt,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3332,readLongLittle,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3334,readExtendedSmart,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3338,writeIntLengthAtOffset,JagBuffer,module,high,approved,Backpatch 4-byte length field
method,JagBuffer,JagBuffer,,,,method3339,writeByteLengthAtOffset,JagBuffer,module,high,approved,Backpatch 1-byte length field
method,JagBuffer,JagBuffer,,,,method3340,writeMedium,JagBuffer,module,high,approved,Write 3-byte big-endian integer
method,JagBuffer,JagBuffer,,,,method3341,readByteAddSigned,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3344,writeCrc,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3347,readBytesReverse,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3350,xteaEncryptRange,JagBuffer,module,high,approved,XTEA encrypt range in-place
method,JagBuffer,JagBuffer,,,,method3352,checkCrc,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3357,writeVariableLong,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3359,readIntLittleLegacy,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3360,release,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3362,readSmartSigned,JagBuffer,module,high,approved,Read signed smart value
method,JagBuffer,JagBuffer,,,,method3363,readMediumLittle,JagBuffer,module,high,approved,Read 3-byte little-endian integer
method,JagBuffer,JagBuffer,,,,method3366,readVarInt,JagBuffer,module,high,approved,Read variable-length int (7-bit chunks)
method,JagBuffer,JagBuffer,,,,method3367,xteaDecryptRange,JagBuffer,module,high,approved,XTEA decrypt range in-place
method,JagBuffer,JagBuffer,,,,method3368,readVariableLong,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3369,readMediumSigned,JagBuffer,module,high,approved,Read signed 24-bit integer
method,JagBuffer,JagBuffer,,,,method3371,readVersionedString,JagBuffer,module,high,approved,Read gjstr2-style versioned string
method,JagBuffer,JagBuffer,,,,method3375,readShortAddSigned,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3376,clearStaticState,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3379,setLoginState,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3381,writeSmart,JagBuffer,module,high,approved,Write unsigned smart
method,JagBuffer,JagBuffer,,,,method3383,writeShortLengthAtOffset,JagBuffer,module,high,approved,Backpatch 2-byte length field
method,JagBuffer,JagBuffer,,,,method3384,readNullableString,JagBuffer,module,high,approved,Read null-or-string sentinel encoding
method,JagBuffer,JagBuffer,,,,method3386,writeVersionedString,JagBuffer,module,high,approved,Write gjstr2-style versioned string
method,JagBuffer,JagBuffer,,,,method3389,readBytes,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3390,rsaEncrypt,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3394,writeIntLittleChecked,JagBuffer,module,high,approved,
method,JagBuffer,JagBuffer,,,,method3396,writeVarInt,JagBuffer,module,high,approved,Write variable-length int (7-bit chunks)
method,JagBuffer,JagBuffer,,,,method3397,writeShortLittleChecked,JagBuffer,module,high,approved,
field,RandomDatFile,RandomDatFile,,,,aClass74_4537,zoneUpdateType,RandomDatFile,module,high,approved,
field,RandomDatFile,RandomDatFile,,,,aClass78_4538,randomDatBufferedFile,RandomDatFile,module,high,approved,
method,RandomDatFile,RandomDatFile,,,,method3610,readBytesFromFile,RandomDatFile,module,high,approved,
method,RandomDatFile,RandomDatFile,,,,method3611,clearStaticState,RandomDatFile,module,high,approved,
