kind,file,owner,member,signature,param_index,old,new,scope,phase,confidence,status,notes
method,IntHashTable,IntHashTable,,,,method2366,clearStaticState,IntHashTable,module,high,approved,
method,IntHashTable,IntHashTable,,,,method2367,formatChatMessageLine,IntHashTable,module,high,approved,
method,IntHashTable,IntHashTable,,,,method2368,clearCharCountCache,IntHashTable,module,high,approved,
field,IntNode,IntNode,,,,anInt6976,value,IntNode,module,high,approved,Stored integer payload
method,IntNode,IntNode,,,,method3027,updateAudioState,IntNode,module,high,approved,
field,ZoneUpdateDecoder,ZoneUpdateDecoder,,,,aClass74_6977,zoneUpdateType8,ZoneUpdateDecoder,module,high,approved,Zone-update type constant id 8
field,LoadStateProcessor,LoadStateProcessor,,,,aClass45_6980,loadingScreenArchive,LoadStateProcessor,module,high,approved,Archive used for loading/login screen resources
field,LowMemoryTextureResolutionPreference,LowMemoryTextureResolutionPreference,,,,anInt6979,cameraDistance,LowMemoryTextureResolutionPreference,module,high,approved,Smoothed scene camera distance accumulator
field,DynamicLightingPreference,DynamicLightingPreference,,,,anInt6981,dynamicLightingLevel,DynamicLightingPreference,module,high,approved,Dynamic-lighting intensity level
field,ReflectionCheck,ReflectionCheck,,,,aClass262_6978,reflectionCheckQueue,ReflectionCheck,module,high,approved,Queue of pending reflection checks extracted from IntNode
local,JagBuffer,JagBuffer,,,,class348_sub49,buffer,JagBuffer,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1869,addLast,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1870,iterateFromBack,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1871,isEmpty,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1872,iterateFromFront,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1873,clearStaticState,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1874,size,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1875,removeFirst,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1876,clear,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1877,updateActiveParticleSystems,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1878,iterateNext,LinkDeque,module,high,approved,
method,LinkDeque,LinkDeque,,,,method1879,selectSceneTileBuffers,LinkDeque,module,high,approved,
field,LinkedNodeHashTable,LinkedNodeHashTable,,,,aClass348_Sub42Array452,buckets,LinkedNodeHashTable,module,high,approved,Bucket sentinel nodes (one per bucket)
field,LinkedNodeHashTable,LinkedNodeHashTable,,,,aClass348_Sub42_454,searchCursor,LinkedNodeHashTable,module,high,approved,Cursor used by method334/method336
field,LinkedNodeHashTable,LinkedNodeHashTable,,,,aLong453,searchKey,LinkedNodeHashTable,module,high,approved,Current lookup key during search/iteration
field,LinkedNodeHashTable,LinkedNodeHashTable,,,,anInt448,bucketCount,LinkedNodeHashTable,module,high,approved,Number of buckets
method,LinkedNodeHashTable,LinkedNodeHashTable,,,,method334,get,LinkedNodeHashTable,module,high,approved,Lookup first secondary node by key
method,LinkedNodeHashTable,LinkedNodeHashTable,,,,method335,put,LinkedNodeHashTable,module,high,approved,Insert secondary node by key
method,LinkedNodeHashTable,LinkedNodeHashTable,,,,method336,nextWithKey,LinkedNodeHashTable,module,high,approved,Continue lookup for duplicate key
field,Node,Node,,,,aClass348_4294,next,Node,module,high,approved,Next node in intrusive list
field,Node,Node,,,,aClass348_4295,prev,Node,module,high,approved,Previous node in intrusive list
field,Node,Node,,,,aLong4291,key,Node,module,high,approved,Node key used by HashTable/NodeDeque
local,Node,Node,,,,class348,node,Node,module,high,approved,
method,Node,Node,,,,method2709,hasBit0x21,Node,module,high,approved,
method,Node,Node,,,,method2710,classifyThreshold96And128,Node,module,high,approved,
method,Node,Node,,,,method2711,buildCachedModelVariant,Node,module,high,approved,
method,Node,Node,,,,method2712,isLinked,Node,module,high,approved,Whether node is currently linked
method,Node,Node,,,,method2713,clearStaticState,Node,module,high,approved,
method,Node,Node,,,,method2714,isOneThreeOrFive,Node,module,high,approved,
method,Node,Node,,,,method2715,unlink,Node,module,high,approved,Detach node from primary doubly linked list
field,NodeDeque,NodeDeque,,,,aClass348_3334,sentinel,NodeDeque,module,high,approved,Sentinel node
field,NodeDeque,NodeDeque,,,,aClass348_3342,iterCursor,NodeDeque,module,high,approved,Iteration cursor
method,NodeDeque,NodeDeque,,,,method1988,moveAllToBackOf,NodeDeque,module,high,approved,
method,NodeDeque,NodeDeque,,,,method1989,spliceFromNodeToBackOf,NodeDeque,module,high,approved,
method,NodeDeque,NodeDeque,,,,method1990,next,NodeDeque,module,high,approved,Get next node using forward iterator cursor
method,NodeDeque,NodeDeque,,,,method1991,computeProjectedUvByMode,NodeDeque,module,high,approved,
method,NodeDeque,NodeDeque,,,,method1992,emitAdjacentSceneNodeLinks,NodeDeque,module,high,approved,
method,NodeDeque,NodeDeque,,,,method1993,last,NodeDeque,module,high,approved,Get last node and set reverse iterator cursor
method,NodeDeque,NodeDeque,,,,method1994,clearStaticState,NodeDeque,module,high,approved,
method,NodeDeque,NodeDeque,,,,method1995,first,NodeDeque,module,high,approved,Get first node and set forward iterator cursor
method,NodeDeque,NodeDeque,,,,method1996,clear,NodeDeque,module,high,approved,Unlink all nodes
method,NodeDeque,NodeDeque,,,,method1997,removeFirst,NodeDeque,module,high,approved,Remove and return first node
method,NodeDeque,NodeDeque,,,,method1998,size,NodeDeque,module,high,approved,Count nodes in deque
method,NodeDeque,NodeDeque,,,,method1999,addLast,NodeDeque,module,high,approved,Insert node at tail
method,NodeDeque,NodeDeque,,,,method2000,createOpenGLToolkit,NodeDeque,module,high,approved,
method,NodeDeque,NodeDeque,,,,method2001,addFirst,NodeDeque,module,high,approved,Insert node at head
method,NodeDeque,NodeDeque,,,,method2002,isEmpty,NodeDeque,module,high,approved,Whether deque contains no nodes
method,NodeDeque,NodeDeque,,,,method2003,prev,NodeDeque,module,high,approved,Get previous node using reverse iterator cursor
method,,ReferenceNode,,,,method3193,getValue,ReferenceNode,module,high,approved,Get cached value (hard/soft reference)
field,,ReferenceNode,,,,aClass114_9550,legacyServerPacket109,ReferenceNode,module,high,approved,Legacy server packet constant id 109
field,,ReferenceNode,,,,aClass114_9552,legacyServerPacket72,ReferenceNode,module,high,approved,Legacy server packet constant id 72
field,,ReferenceNode,,,,aClass351_9553,legacyClientPacket36,ReferenceNode,module,high,approved,Legacy client packet constant id 36
field,,ReferenceNode,,,,aString9554,loginStatusText,ReferenceNode,module,high,approved,Legacy login status text
field,,ReferenceNode,,,,anInt9546,loginState3To6Checks,ReferenceNode,module,high,approved,Debug counter for login-state 3..6 checks
field,,ReferenceNode,,,,anInt9549,loginState7Or9Checks,ReferenceNode,module,high,approved,Debug counter for login-state 7/9 checks
field,,ReferenceNode,,,,anInt9551,legacyFlagChecks,ReferenceNode,module,high,approved,Debug counter for legacy-flag checks
method,,ReferenceNode,,,,method3194,isLegacyFlagSupported,ReferenceNode,module,high,approved,
method,,ReferenceNode,,,,method3195,isSoft,ReferenceNode,module,high,approved,Whether entry is soft-reference-backed
method,,ReferenceNode,,,,method3196,isLoginState3To6,ReferenceNode,module,high,approved,
method,,ReferenceNode,,,,method3197,isLoginState7Or9,ReferenceNode,module,high,approved,
method,,ReferenceNode,,,,method3198,resetClientWorldState,ReferenceNode,module,high,approved,
method,,ReferenceNode,,,,method3199,clearLegacyPacketConstants,ReferenceNode,module,high,approved,Clear legacy packet constants moved from ReferenceNode
method,ReferenceNodeFactory,ReferenceNodeFactory,,,,method1885,computeProjectedUv,ReferenceNodeFactory,module,high,approved,
method,ReferenceNodeFactory,ReferenceNodeFactory,,,,method1886,clearStaticState,ReferenceNodeFactory,module,high,approved,
method,ReferenceNodeFactory,ReferenceNodeFactory,,,,method1887,hasCompositeRenderFlags,ReferenceNodeFactory,module,high,approved,
field,ReferenceNodeFactory,ReferenceNodeFactory,,,,anIntArray3173,mapRegionOverlayShapeTable,ReferenceNodeFactory,module,high,approved,Lookup table for map-region overlay shape mapping
field,ReferenceNodeFactory,ReferenceNodeFactory,,,,aBoolean3174,worldMapInteractionActive,ReferenceNodeFactory,module,high,approved,Flag indicating active world-map interaction hover processing
field,ReferenceNodeFactory,ReferenceNodeFactory,,,,anInt3176,activeWidgetParamId,ReferenceNodeFactory,module,high,approved,Selected widget param id used by debug/interaction filters
field,ReferenceNodeFactory,ReferenceNodeFactory,,,,aFloat3177,previousBrightnessValue,ReferenceNodeFactory,module,high,approved,Previous brightness value used for interpolation
field,ReferenceNodeFactory,ReferenceNodeFactory,,,,aClass143_3179,loadingFontMetrics,ReferenceNodeFactory,module,high,approved,Font metrics used by loading/map overlay text rendering
field,SecondaryLinkedList,SecondaryLinkedList,,,,aClass348_Sub42_1647,sentinel,SecondaryLinkedList,module,high,approved,List sentinel node
field,SecondaryLinkedList,SecondaryLinkedList,,,,aClass348_Sub42_1652,iterCursor,SecondaryLinkedList,module,high,approved,Iteration cursor
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1002,size,SecondaryLinkedList,module,high,approved,Count nodes in list
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1003,next,SecondaryLinkedList,module,high,approved,Get next secondary node from iterator cursor
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1004,clearStaticState,SecondaryLinkedList,module,high,approved,
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1005,addLast,SecondaryLinkedList,module,high,approved,Insert secondary node at tail
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1006,resetWorldMapRenderState,SecondaryLinkedList,module,high,approved,
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1007,renderMinimap,SecondaryLinkedList,module,high,approved,
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1008,removeFirst,SecondaryLinkedList,module,high,approved,Remove and return first secondary node
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1009,clear,SecondaryLinkedList,module,high,approved,Unlink all secondary nodes
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1010,applyProjectionViewportProfile,SecondaryLinkedList,module,high,approved,
method,SecondaryLinkedList,SecondaryLinkedList,,,,method1011,first,SecondaryLinkedList,module,high,approved,Get first secondary node and set iterator cursor
local,SecondaryLinkedList,SecondaryLinkedList,size,,,i,initialCount,SecondaryLinkedList,module,high,approved,Initial count offset before traversal
local,SecondaryLinkedList,SecondaryLinkedList,next,,,i,guardByte,SecondaryLinkedList,module,medium,approved,Decompiler guard byte parameter
local,SecondaryLinkedList,SecondaryLinkedList,clearStaticState,,,i,guardByte,SecondaryLinkedList,module,medium,approved,Decompiler guard byte parameter
local,SecondaryLinkedList,SecondaryLinkedList,removeFirst,,,i,guardValue,SecondaryLinkedList,module,medium,approved,Decompiler guard parameter
local,SecondaryLinkedList,SecondaryLinkedList,clear,,,i,guardValue,SecondaryLinkedList,module,medium,approved,Decompiler guard parameter
local,SecondaryLinkedList,SecondaryLinkedList,first,,,i,guardValue,SecondaryLinkedList,module,medium,approved,Decompiler guard parameter
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,bool,isFriend,SecondaryLinkedList,module,high,approved,Whether player is marked in friend list arrays
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,bool_30_,isIgnoreEntry,SecondaryLinkedList,module,high,approved,Whether player appears in ignore list array
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,bool_32_,isSameTeam,SecondaryLinkedList,module,high,approved,Whether player shares team id
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,class348_sub35,mapIconNode,SecondaryLinkedList,module,high,approved,Node containing map icon index
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,class348_sub37,mapElementNode,SecondaryLinkedList,module,high,approved,Dynamic map element node
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_10_,iconTileX,SecondaryLinkedList,module,high,approved,Map icon tile X
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_11_,iconTileY,SecondaryLinkedList,module,high,approved,Map icon tile Y
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_12_,iconDeltaX,SecondaryLinkedList,module,high,approved,Map icon minimap X offset
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_13_,iconDeltaY,SecondaryLinkedList,module,high,approved,Map icon minimap Y offset
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_14_,mapObjectIndex,SecondaryLinkedList,module,high,approved,Scene map object icon loop index
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_15_,mapObjectDeltaX,SecondaryLinkedList,module,high,approved,Scene map object minimap X offset
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_16_,mapObjectDeltaY,SecondaryLinkedList,module,high,approved,Scene map object minimap Y offset
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_17_,mapElementPlane,SecondaryLinkedList,module,high,approved,Dynamic map element plane
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_18_,mapElementTileX,SecondaryLinkedList,module,high,approved,Dynamic map element tile X
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_19_,mapElementTileY,SecondaryLinkedList,module,high,approved,Dynamic map element tile Y
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_20_,mapElementDeltaX,SecondaryLinkedList,module,high,approved,Dynamic map element minimap X offset
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_21_,mapElementDeltaY,SecondaryLinkedList,module,high,approved,Dynamic map element minimap Y offset
local,SecondaryLinkedList,SecondaryLinkedList,renderMinimap,,,i_22_,npcListIndex,SecondaryLinkedList,module,high,approved,NPC list iteration index
