kind,file,owner,member,signature,param_index,old,new,scope,phase,confidence,status,notes
field,SignLink,SignLink,,,,aClass234_3779,cacheIndex255File,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aClass234_3785,cacheDataFile,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aClass234_3788,randomDatFile,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aLong3781,networkCooldownUntilMillis,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aMethod3783,setFocusTraversalKeysEnabledMethod,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aMethod3786,setFocusCycleRootMethod,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3778,osVersion,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3780,osArch,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3782,javaVendor,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3784,osName,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3789,cacheSubdir,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3796,javaVersion,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3800,userHomeDir,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aString3803,osNameLower,SignLink,module,high,approved,
field,SignLink,SignLink,,,,aThread3790,workerThread,SignLink,module,high,approved,
field,SignLink,SignLink,,,,anEventQueue3799,eventQueue,SignLink,module,high,approved,
field,SignLink,SignLink,,,,anInt3792,cacheBuild,SignLink,module,high,approved,
field,SignLink,SignLink,,,,anObject3787,audioOutputProvider,SignLink,module,high,approved,
field,SignLink,SignLink,,,,anObject3791,cursorManager,SignLink,module,high,approved,
field,SignLink,SignLink,,,,anObject3793,fullscreenAdapter,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2229,requestEnterFullscreen,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2230,requestDeclaredMethod,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2231,openPreferencesFile,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2232,requestHostnameLookupByIp,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2233,requestPreferencesFile,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2234,shutdown,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2235,requestSocketConnect,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2236,requestThreadStart,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2237,requestUrlStream,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2238,requestCustomCursor,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2239,setNetworkCooldown,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2240,requestDisplayModes,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2241,openPreferencesFileFallback,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2242,writeBytesToFile,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2243,requestDeclaredField,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2244,getAudioOutputProvider,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2245,requestOpenUrl,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2246,enqueueRequest,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2247,isFullscreenSupported,SignLink,module,high,approved,
method,SignLink,SignLink,,,,method2248,requestExitFullscreen,SignLink,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,aClass144_1995,next,SignLinkRequest,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,anInt1994,requestType,SignLinkRequest,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,anInt1997,status,SignLinkRequest,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,anInt1999,arg0,SignLinkRequest,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,anInt2000,arg1,SignLinkRequest,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,anObject1996,payload,SignLinkRequest,module,high,approved,
field,SignLinkRequest,SignLinkRequest,,,,anObject1998,result,SignLinkRequest,module,high,approved,
